Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Condition,Mileage,Region,Price_Clean,Region_Type,Make_Origin,Car_Age
Nissan,VTC,2014,Saudi,White,Standard,4.0,Gas,Manual,Used,207000,Dammam,266955000.0,Urban,Japan,10
GMC,Sierra,2011,Saudi,White,Full,6.2,Gas,Automatic,Used,165000,Dammam,266955000.0,Urban,USA,13
Toyota,Hiace,2016,Saudi,White,Standard,2.4,Gas,Manual,Used,205812,Dammam,266955000.0,Urban,Japan,8
Hyundai,Tucson,2017,Saudi,Golden,Full,1.6,Gas,Automatic,Used,101,Al-Medina,266955000.0,Urban,Korea,7
Toyota,Camry,2017,Saudi,White,Full,1.4,Gas,Automatic,Used,13400,Riyadh,266955000.0,Urban,Japan,7
Chevrolet,Caprice,2013,Saudi,White,Standard,6.2,Gas,Automatic,Used,209861,Riyadh,266955000.0,Urban,USA,11
Toyota,FJ,2013,Saudi,White,Full,4.0,Gas,Automatic,Used,364000,Hafar Al-Batin,266955000.0,Suburban,Japan,11
Chevrolet,Caprice,2013,Saudi,Black,Full,5.7,Gas,Automatic,Used,148316,Dammam,266955000.0,Urban,USA,11
Toyota,Land Cruiser Pickup,2015,Gulf Arabic,Another Color,Semi Full,4.0,Gas,Manual,Used,232,Qassim,266955000.0,Suburban,Japan,9
GMC,Yukon,2010,Saudi,Black,Standard,5.3,Gas,Automatic,Used,379538,Jeddah,266955000.0,Urban,USA,14
Honda,Accord,2016,Gulf Arabic,White,Standard,2.4,Gas,Automatic,Used,90000,Riyadh,266955000.0,Urban,Japan,8
Chevrolet,Impala,2016,Saudi,Silver,Standard,3.5,Gas,Automatic,Used,139000,Aseer,266955000.0,Suburban,USA,8
Toyota,Land Cruiser,2007,Saudi,White,Standard,4.5,Gas,Manual,Used,480000,Dammam,266955000.0,Urban,Japan,17
Lexus,ES,2013,Saudi,White,Semi Full,2.5,Gas,Automatic,Used,239,Makkah,266955000.0,Urban,Japan,11
Toyota,Ciocca,2012,Saudi,Navy,Standard,5.7,Gas,Automatic,Used,376000,Riyadh,266955000.0,Urban,Japan,12
Mercedes,S,2008,Saudi,Golden,Full,3.6,Gas,Automatic,Used,174000,Riyadh,266955000.0,Urban,Europe,16
Mazda,CX9,2016,Gulf Arabic,Brown,Full,3.7,Gas,Automatic,Used,169300,Dammam,266955000.0,Urban,Japan,8
Toyota,Furniture,2015,Saudi,White,Standard,1.7,Gas,Automatic,Used,147000,Jeddah,266955000.0,Urban,Japan,9
Kia,Carnival,2016,Saudi,Grey,Full,3.3,Gas,Automatic,Used,21000,Jazan,266955000.0,Suburban,Korea,8
Toyota,Land Cruiser Pickup,2009,Saudi,Another Color,Standard,4.5,Gas,Manual,Used,468000,Riyadh,266955000.0,Urban,Japan,15
Chevrolet,Impala,2016,Saudi,Black,Standard,3.5,Gas,Automatic,Used,192000,Dammam,266955000.0,Urban,USA,8
Ford,Ranger,2015,Saudi,Black,Full,3.2,Diesel,Manual,Used,145000,Aseer,266955000.0,Suburban,USA,9
Toyota,Hilux,2016,Saudi,White,Full,2.7,Gas,Manual,Used,190000,Al-Baha,266955000.0,Suburban,Japan,8
Chevrolet,Suburban,2012,Saudi,Brown,Standard,5.3,Gas,Automatic,Used,220,Jeddah,266955000.0,Urban,USA,12
Volkswagen,Golf,2016,Gulf Arabic,White,Full,2.0,Gas,Automatic,Used,111000,Riyadh,266955000.0,Urban,Europe,8
Ford,Expedition,2010,Other,Silver,Full,5.7,Gas,Automatic,Used,335000,Al-Medina,266955000.0,Urban,USA,14
Toyota,Land Cruiser Pickup,2012,Gulf Arabic,Brown,Semi Full,4.0,Gas,Manual,Used,333000,Riyadh,266955000.0,Urban,Japan,12
Toyota,Hilux,2016,Saudi,White,Full,2.7,Gas,Manual,Used,320000,Riyadh,266955000.0,Urban,Japan,8
Nissan,Navara,2016,Saudi,White,Standard,2.5,Gas,Manual,Used,7000,Jeddah,266955000.0,Urban,Japan,8
Honda,Accord,2016,Saudi,White,Semi Full,2.4,Gas,Automatic,Used,15000,Qassim,266955000.0,Suburban,Japan,8
Hyundai,Tucson,2018,Saudi,Another Color,Standard,2.0,Gas,Automatic,Used,85000,Jeddah,266955000.0,Urban,Korea,6
Toyota,Camry,2017,Saudi,White,Full,2.5,Gas,Automatic,Used,265,Riyadh,266955000.0,Urban,Japan,7
Hyundai,Sonata,2018,Saudi,Brown,Full,2.4,Gas,Automatic,Used,97000,Al-Medina,266955000.0,Urban,Korea,6
Honda,Odyssey,2016,Gulf Arabic,White,Standard,2.4,Gas,Automatic,Used,87000,Riyadh,266955000.0,Urban,Japan,8
Ford,Taurus,2017,Saudi,White,Standard,3.5,Gas,Automatic,Used,135000,Dammam,266955000.0,Urban,USA,7
Toyota,Previa,2017,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,Used,101000,Riyadh,266955000.0,Urban,Japan,7
Jaguar,XF,2015,Saudi,Red,Full,3.25,Gas,Automatic,Used,100000,Makkah,266955000.0,Urban,Europe,9
Toyota,Hilux,2015,Saudi,White,Semi Full,2.7,Gas,Manual,Used,328000,Qassim,266955000.0,Suburban,Japan,9
Toyota,Hilux,2015,Gulf Arabic,Another Color,Full,2.7,Gas,Manual,Used,215,Riyadh,266955000.0,Urban,Japan,9
Nissan,Bus Urvan,2016,Saudi,White,Standard,2.6,Gas,Manual,Used,106000,Dammam,266955000.0,Urban,Japan,8
Genesis,Coupe,2014,Saudi,White,Full,3.8,Gas,Automatic,Used,89000,Dammam,266955000.0,Urban,Korea,10
Toyota,Hiace,2016,Saudi,White,Standard,2.7,Gas,Manual,Used,96000,Riyadh,266955000.0,Urban,Japan,8
Toyota,Innova,2016,Gulf Arabic,White,Full,2.7,Gas,Automatic,Used,190000,Riyadh,266955000.0,Urban,Japan,8
Genesis,G70,2016,Saudi,Grey,Standard,2.0,Gas,Automatic,Used,300000,Riyadh,266955000.0,Urban,Korea,8
Mazda,6,2018,Saudi,White,Standard,2.5,Gas,Automatic,Used,42885,Dammam,266955000.0,Urban,Japan,6
Ford,Taurus,2017,Saudi,Silver,Standard,3.5,Gas,Automatic,Used,132000,Dammam,266955000.0,Urban,USA,7
Toyota,Land Cruiser,2008,Saudi,Another Color,Full,8.0,Gas,Automatic,Used,295000,Hail,266955000.0,Suburban,Japan,16
Mazda,6,2019,Saudi,Brown,Standard,2.5,Gas,Automatic,Used,129000,Riyadh,266955000.0,Urban,Japan,5
Chevrolet,Tahoe,2010,Saudi,White,Full,2.7,Gas,Automatic,Used,260000,Riyadh,266955000.0,Urban,USA,14
Dodge,Charger,2016,Other,Navy,Full,1.7,Gas,Automatic,Used,140,Al-Medina,266955000.0,Urban,USA,8
Jeep,Wrangler,2014,Saudi,Silver,Semi Full,3.0,Gas,Automatic,Used,262000,Dammam,266955000.0,Urban,USA,10
Toyota,Hiace,2016,Saudi,White,Standard,2.7,Gas,Manual,Used,264000,Dammam,266955000.0,Urban,Japan,8
Chevrolet,Traverse,2016,Saudi,White,Full,3.6,Gas,Automatic,Used,56500,Tabouk,266955000.0,Urban,USA,8
Ford,Taurus,2016,Saudi,Red,Semi Full,3.5,Gas,Automatic,Used,118000,Dammam,266955000.0,Urban,USA,8
Toyota,Hiace,2016,Saudi,White,Standard,2.4,Gas,Manual,Used,245743,Dammam,266955000.0,Urban,Japan,8
GMC,Yukon,2014,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,Used,300,Jeddah,266955000.0,Urban,USA,10
Ford,Taurus,2015,Other,Another Color,Semi Full,3.5,Gas,Automatic,Used,120000,Dammam,266955000.0,Urban,USA,9
Ford,Taurus,2018,Saudi,White,Standard,2.0,Gas,Automatic,Used,71000,Riyadh,266955000.0,Urban,USA,6
Mitsubishi,Pajero,2017,Saudi,Black,Full,3.8,Gas,Automatic,Used,251000,Jeddah,266955000.0,Urban,Japan,7
Nissan,Altima,2018,Saudi,White,Semi Full,2.5,Gas,Automatic,Used,77000,Jeddah,266955000.0,Urban,Japan,6
Hyundai,Sonata,2018,Saudi,White,Semi Full,2.4,Gas,Automatic,Used,72000,Aseer,266955000.0,Suburban,Korea,6
Chevrolet,Impala,2019,Gulf Arabic,Silver,Standard,3.6,Gas,Automatic,Used,58000,Riyadh,266955000.0,Urban,USA,5
Ford,Explorer,2015,Saudi,Black,Semi Full,3.5,Gas,Automatic,Used,160000,Al-Ahsa,266955000.0,Suburban,USA,9
Ford,Taurus,2016,Other,Grey,Semi Full,3.5,Gas,Automatic,Used,123000,Dammam,266955000.0,Urban,USA,8
Ford,Taurus,2017,Saudi,Grey,Standard,6.0,Gas,Automatic,Used,75000,Dammam,266955000.0,Urban,USA,7
Mazda,6,2018,Gulf Arabic,Grey,Standard,2.0,Gas,Automatic,Used,71000,Qassim,266955000.0,Suburban,Japan,6
Hyundai,H1,2019,Saudi,Silver,Standard,2.4,Gas,Automatic,Used,76000,Dammam,266955000.0,Urban,Korea,5
Hyundai,Sonata,2019,Saudi,White,Standard,2.4,Gas,Automatic,Used,49000,Riyadh,266955000.0,Urban,Korea,5
Kia,Sportage,2019,Saudi,Black,Standard,1.6,Gas,Automatic,Used,46000,Jeddah,266955000.0,Urban,Korea,5
Ford,Explorer,2016,Saudi,Black,Standard,3.5,Gas,Automatic,Used,228000,Riyadh,266955000.0,Urban,USA,8
Ford,Taurus,2018,Saudi,Black,Standard,2.0,Gas,Automatic,Used,78508,Riyadh,266955000.0,Urban,USA,6
Kia,Sedona,2016,Other,Grey,Semi Full,3.2,Gas,Automatic,Used,118000,Jeddah,266955000.0,Urban,Korea,8
Mazda,6,2018,Saudi,White,Standard,2.5,Gas,Automatic,Used,71169,Dammam,266955000.0,Urban,Japan,6
Toyota,Ciocca,2010,Saudi,Grey,Semi Full,5.7,Gas,Automatic,Used,270000,Jubail,266955000.0,Urban,Japan,14
Kia,Sportage,2017,Saudi,Silver,Full,2.4,Gas,Automatic,Used,125000,Riyadh,266955000.0,Urban,Korea,7
Toyota,Hilux,2018,Saudi,White,Full,2.7,Gas,Manual,Used,122000,Najran,266955000.0,Suburban,Japan,6
Hyundai,Senta fe,2016,Saudi,White,Semi Full,3.0,Gas,Automatic,Used,131,Riyadh,266955000.0,Urban,Korea,8
Mitsubishi,Pajero,2017,Gulf Arabic,Grey,Semi Full,3.5,Gas,Automatic,Used,129000,Dammam,266955000.0,Urban,Japan,7
Kia,Cadenza,2019,Saudi,Brown,Standard,3.3,Gas,Automatic,Used,73000,Riyadh,266955000.0,Urban,Korea,5
Toyota,Hilux,2012,Saudi,Silver,Full,2.7,Gas,Automatic,Used,127000,Riyadh,266955000.0,Urban,Japan,12
Hyundai,Coupe,2013,Saudi,Black,Full,3.8,Gas,Automatic,Used,80000,Jeddah,266955000.0,Urban,Korea,11
Toyota,Corolla,2020,Saudi,Grey,Full,1.6,Gas,Automatic,Used,58000,Riyadh,266955000.0,Urban,Japan,4
Ford,Expedition,2014,Saudi,Black,Standard,5.4,Gas,Automatic,Used,120000,Dammam,266955000.0,Urban,USA,10
Chevrolet,Tahoe,2014,Saudi,Black,Semi Full,5.3,Gas,Automatic,Used,160428,Riyadh,266955000.0,Urban,USA,10
GMC,Yukon,2013,Saudi,Brown,Semi Full,5.3,Gas,Automatic,Used,150000,Riyadh,266955000.0,Urban,USA,11
Toyota,FJ,2012,Saudi,White,Full,4.0,Gas,Automatic,Used,348,Taef,266955000.0,Suburban,Japan,12
Chevrolet,Caprice,2015,Saudi,Black,Semi Full,6.0,Gas,Automatic,Used,235000,Tabouk,266955000.0,Urban,USA,9
Chevrolet,Tahoe,2012,Saudi,Black,Full,5.3,Gas,Automatic,Used,281,Riyadh,266955000.0,Urban,USA,12
Jeep,Grand Cherokee,2015,Saudi,Red,Full,5.7,Gas,Automatic,Used,215000,Al-Medina,266955000.0,Urban,USA,9
Nissan,Maxima,2016,Saudi,White,Full,3.5,Gas,Automatic,Used,155000,Riyadh,266955000.0,Urban,Japan,8
Toyota,Land Cruiser,2006,Gulf Arabic,Blue,Full,4.6,Gas,Automatic,Used,285,Al-Baha,266955000.0,Suburban,Japan,18
GMC,Yukon,2007,Saudi,Black,Full,5.3,Gas,Automatic,Used,235000,Dammam,266955000.0,Urban,USA,17
Ford,Expedition,2014,Saudi,Black,Semi Full,5.4,Gas,Automatic,Used,151000,Dammam,266955000.0,Urban,USA,10
BMW,The 5,2011,Saudi,Silver,Semi Full,3.0,Gas,Automatic,Used,276000,Riyadh,266955000.0,Urban,Europe,13
Toyota,Camry,2019,Saudi,White,Standard,2.5,Gas,Automatic,Used,124004,Riyadh,266955000.0,Urban,Japan,5
Lexus,LX,2004,Other,Another Color,Full,4.7,Gas,Automatic,Used,274000,Riyadh,266955000.0,Urban,Japan,20
Hyundai,Tucson,2017,Saudi,Grey,Standard,2.0,Gas,Automatic,Used,120000,Jeddah,266955000.0,Urban,Korea,7
Hyundai,Elantra,2019,Saudi,Grey,Full,2.0,Gas,Automatic,Used,39000,Jubail,266955000.0,Urban,Korea,5
Ford,Taurus,2017,Saudi,Another Color,Semi Full,3.5,Gas,Automatic,Used,72000,Dammam,266955000.0,Urban,USA,7
Toyota,Hilux,2018,Saudi,White,Semi Full,2.7,Gas,Manual,Used,111362,Riyadh,264901500.0,Urban,Japan,6
Toyota,Camry,2017,Saudi,Blue,Full,2.5,Gas,Automatic,Used,215735,Riyadh,264901500.0,Urban,Japan,7
Hyundai,Sonata,2019,Gulf Arabic,White,Semi Full,2.4,Gas,Automatic,Used,28000,Riyadh,262848000.0,Urban,Korea,5
Hyundai,Sonata,2018,Saudi,Grey,Standard,2.4,Gas,Automatic,Used,65000,Al-Ahsa,262848000.0,Suburban,Korea,6
Ford,Taurus,2015,Saudi,Black,Standard,3.5,Gas,Automatic,Used,140000,Dammam,262848000.0,Urban,USA,9
Toyota,Hilux,2016,Gulf Arabic,White,Standard,2.7,Gas,Manual,Used,97173,Dammam,262848000.0,Urban,Japan,8
Toyota,Hilux,2017,Saudi,White,Semi Full,2.7,Gas,Manual,Used,124000,Jeddah,262848000.0,Urban,Japan,7
Toyota,Furniture,2015,Saudi,White,Full,2.7,Gas,Automatic,Used,157000,Taef,262848000.0,Suburban,Japan,9
Renault,Koleos,2017,Saudi,Black,Full,2.5,Gas,Automatic,Used,103503,Riyadh,262848000.0,Urban,Europe,7
Chevrolet,Impala,2018,Saudi,Silver,Standard,3.6,Gas,Automatic,Used,75000,Riyadh,262848000.0,Urban,USA,6
Toyota,Innova,2017,Saudi,White,Standard,2.7,Gas,Automatic,Used,145997,Dammam,262848000.0,Urban,Japan,7
Hyundai,Tucson,2018,Saudi,Grey,Standard,2.0,Gas,Automatic,Used,96000,Jeddah,262848000.0,Urban,Korea,6
Toyota,Hilux,2017,Saudi,White,Semi Full,2.7,Gas,Manual,Used,210000,Hail,262848000.0,Suburban,Japan,7
Chevrolet,Impala,2015,Saudi,Blue,Full,3.6,Gas,Automatic,Used,212000,Riyadh,262848000.0,Urban,USA,9
Hyundai,Sonata,2019,Gulf Arabic,White,Standard,2.4,Gas,Automatic,Used,35000,Riyadh,262848000.0,Urban,Korea,5
Nissan,Altima,2018,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,Used,78592,Qassim,262848000.0,Suburban,Japan,6
Mitsubishi,Pajero,2016,Saudi,White,Full,3.5,Gas,Automatic,Used,126000,Dammam,262848000.0,Urban,Japan,8
Ford,Expedition,2013,Saudi,White,Standard,5.4,Gas,Automatic,Used,78000,Dammam,262848000.0,Urban,USA,11
Nissan,Maxima,2017,Saudi,Brown,Semi Full,1.0,Gas,Automatic,Used,121000,Riyadh,262848000.0,Urban,Japan,7
Hyundai,Tucson,2020,Saudi,Brown,Semi Full,2.0,Gas,Automatic,Used,44000,Riyadh,262848000.0,Urban,Korea,4
Toyota,Innova,2017,Saudi,White,Standard,2.7,Gas,Automatic,Used,85218,Dammam,262848000.0,Urban,Japan,7
Toyota,Innova,2018,Saudi,Grey,Semi Full,2.0,Gas,Automatic,Used,99000,Jeddah,262848000.0,Urban,Japan,6
Ford,Flex,2013,Saudi,Black,Full,3.5,Gas,Automatic,Used,71927,Riyadh,262848000.0,Urban,USA,11
Kia,Carnival,2016,Other,White,Semi Full,3.3,Gas,Automatic,Used,85000,Dammam,262848000.0,Urban,Korea,8
Kia,Sportage,2018,Saudi,Red,Standard,2.4,Gas,Automatic,Used,57073,Riyadh,260794500.0,Urban,Korea,6
Hyundai,Elantra,2019,Saudi,Grey,Semi Full,2.0,Gas,Automatic,Used,35000,Jeddah,260794500.0,Urban,Korea,5
Chevrolet,Impala,2017,Saudi,White,Semi Full,3.6,Gas,Automatic,Used,79000,Riyadh,260794500.0,Urban,USA,7
Nissan,Maxima,2016,Saudi,Blue,Semi Full,3.5,Gas,Automatic,Used,100943,Riyadh,260794500.0,Urban,Japan,8
Mazda,CX9,2016,Saudi,Black,Full,2.5,Gas,Automatic,Used,229000,Al-Ahsa,258741000.0,Suburban,Japan,8
Toyota,Hilux,2018,Saudi,White,Full,2.7,Gas,Manual,Used,111000,Riyadh,258741000.0,Urban,Japan,6
Honda,Odyssey,2016,Saudi,Black,Semi Full,3.5,Gas,Automatic,Used,71000,Dammam,258741000.0,Urban,Japan,8
Chevrolet,Tahoe,2013,Saudi,Golden,Semi Full,5.3,Gas,Automatic,Used,363000,Riyadh,258741000.0,Urban,USA,11
Hyundai,Tucson,2016,Saudi,White,Full,2.4,Gas,Automatic,Used,97000,Al-Medina,258741000.0,Urban,Korea,8
Toyota,Hilux,2016,Gulf Arabic,White,Standard,2.7,Gas,Manual,Used,157051,Dammam,258741000.0,Urban,Japan,8
GMC,Sierra,2013,Gulf Arabic,Silver,Standard,5.3,Gas,Automatic,Used,248000,Dammam,258741000.0,Urban,USA,11
Mercedes,S,2010,Other,Grey,Semi Full,5.5,Gas,Automatic,Used,228000,Al-Ahsa,258741000.0,Suburban,Europe,14
Chevrolet,Camaro,2013,Saudi,Grey,Full,5.7,Gas,Automatic,Used,137000,Al-Medina,258741000.0,Urban,USA,11
Hyundai,Elantra,2020,Saudi,White,Standard,2.0,Gas,Automatic,Used,10000,Jeddah,258741000.0,Urban,Korea,4
Toyota,Hilux,2016,Saudi,White,Standard,2.7,Gas,Manual,Used,266949,Dammam,258741000.0,Urban,Japan,8
Mazda,6,2018,Saudi,White,Standard,2.5,Gas,Automatic,Used,79795,Dammam,258741000.0,Urban,Japan,6
Hyundai,Senta fe,2016,Saudi,Brown,Semi Full,3.3,Gas,Automatic,Used,126000,Riyadh,258741000.0,Urban,Korea,8
Toyota,Hiace,2017,Saudi,Red,Standard,2.7,Gas,Manual,Used,61000,Dammam,258741000.0,Urban,Japan,7
Ford,Taurus,2017,Saudi,Silver,Standard,3.5,Gas,Automatic,Used,61000,Dammam,258741000.0,Urban,USA,7
Chevrolet,Blazer,2017,Gulf Arabic,White,Semi Full,3.6,Gas,Automatic,Used,115000,Khobar,258741000.0,Urban,USA,7
Hyundai,Sonata,2018,Saudi,White,Semi Full,2.4,Gas,Automatic,Used,78000,Riyadh,258741000.0,Urban,Korea,6
Toyota,Corolla,2020,Saudi,Silver,Semi Full,1.6,Gas,Automatic,Used,11000,Riyadh,258741000.0,Urban,Japan,4
Hyundai,Sonata,2016,Gulf Arabic,White,Full,2.4,Gas,Automatic,Used,38000,Riyadh,258741000.0,Urban,Korea,8
Hyundai,Sonata,2017,Other,Black,Semi Full,1.7,Diesel,Automatic,Used,82190,Qassim,258741000.0,Suburban,Korea,7
Mitsubishi,Pajero,2016,Gulf Arabic,Another Color,Full,3.8,Gas,Automatic,Used,132000,Aseer,258741000.0,Suburban,Japan,8
Toyota,Camry,2016,Saudi,Grey,Semi Full,2.4,Gas,Automatic,Used,77000,Riyadh,258741000.0,Urban,Japan,8
Toyota,Hilux,2018,Saudi,White,Full,2.7,Gas,Manual,Used,175000,Riyadh,258741000.0,Urban,Japan,6
Toyota,Land Cruiser,2006,Saudi,White,Full,4.5,Gas,Automatic,Used,311100,Al-Medina,258741000.0,Urban,Japan,18
Hyundai,Sonata,2018,Saudi,Black,Semi Full,2.4,Gas,Automatic,Used,117000,Riyadh,258741000.0,Urban,Korea,6
Toyota,Hilux,2016,Saudi,White,Standard,2.7,Gas,Manual,Used,166085,Dammam,258741000.0,Urban,Japan,8
Hyundai,H1,2018,Other,Brown,Semi Full,7.0,Gas,Automatic,Used,40000,Qassim,258741000.0,Suburban,Korea,6
Toyota,Camry,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,Used,63000,Dammam,258741000.0,Urban,Japan,7
Hyundai,Sonata,2016,Gulf Arabic,Blue,Full,1.5,Gas,Automatic,Used,73000,Tabouk,258741000.0,Urban,Korea,8
Toyota,Camry,2017,Saudi,White,Standard,2.5,Gas,Automatic,Used,126000,Dammam,258741000.0,Urban,Japan,7
Toyota,Hilux,2016,Gulf Arabic,White,Standard,2.7,Gas,Manual,Used,172632,Dammam,258741000.0,Urban,Japan,8
Honda,Accord,2016,Gulf Arabic,White,Full,1.6,Gas,Automatic,Used,81000,Al-Ahsa,258741000.0,Suburban,Japan,8
Mazda,CX9,2015,Saudi,Silver,Full,3.7,Gas,Automatic,Used,260000,Dammam,258741000.0,Urban,Japan,9
Dodge,Charger,2015,Saudi,Red,Standard,3.6,Gas,Automatic,Used,54300,Riyadh,258741000.0,Urban,USA,9
Toyota,Hilux,2016,Saudi,White,Standard,2.7,Gas,Manual,Used,213557,Dammam,258741000.0,Urban,Japan,8
Toyota,Hilux,2016,Saudi,White,Standard,2.7,Gas,Manual,Used,165000,Dammam,258741000.0,Urban,Japan,8
Mitsubishi,Pajero,2016,Saudi,White,Full,3.8,Gas,Automatic,Used,146000,Jeddah,258741000.0,Urban,Japan,8
Toyota,Land Cruiser,2007,Saudi,White,Full,4.5,Gas,Automatic,Used,315000,Dammam,258741000.0,Urban,Japan,17
Hyundai,Elantra,2020,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,Used,10000,Dammam,258741000.0,Urban,Korea,4
Kia,Cadenza,2016,Saudi,White,Standard,3.3,Gas,Automatic,Used,145000,Riyadh,258741000.0,Urban,Korea,8
Toyota,Camry,2017,Saudi,Grey,Standard,2.5,Gas,Automatic,Used,102637,Dammam,256687500.0,Urban,Japan,7
Toyota,Innova,2017,Saudi,White,Standard,2.7,Gas,Automatic,Used,203312,Riyadh,256687500.0,Urban,Japan,7
Toyota,Hilux,2016,Saudi,White,Semi Full,2.7,Gas,Manual,Used,156495,Riyadh,256687500.0,Urban,Japan,8
Hyundai,Sonata,2019,Saudi,Grey,Standard,2.4,Gas,Automatic,Used,113057,Riyadh,256687500.0,Urban,Korea,5
Kia,Sorento,2016,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,Used,51000,Qassim,254634000.0,Suburban,Korea,8
Land Rover,Range Rover,2010,Saudi,White,Full,5.0,Gas,Automatic,Used,188000,Al-Medina,254634000.0,Urban,Europe,14
Toyota,Land Cruiser,2007,Gulf Arabic,White,Semi Full,4.5,Gas,Manual,Used,480000,Dammam,254634000.0,Urban,Japan,17
Ford,Taurus,2017,Saudi,Silver,Standard,3.5,Gas,Automatic,Used,125000,Khobar,254634000.0,Urban,USA,7
Chevrolet,Impala,2016,Saudi,White,Semi Full,3.6,Gas,Automatic,Used,51000,Riyadh,254634000.0,Urban,USA,8
Nissan,X-Trail,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,Used,99000,Dammam,254634000.0,Urban,Japan,7
Toyota,Corolla,2020,Saudi,Another Color,Standard,1.6,Gas,Automatic,Used,16000,Jeddah,254634000.0,Urban,Japan,4
Changan,CS75,2021,Saudi,Red,Standard,1.6,Gas,Automatic,Used,8000,Jeddah,254634000.0,Urban,China,3
Toyota,Hilux,2016,Gulf Arabic,White,Standard,2.7,Gas,Manual,Used,182774,Dammam,254634000.0,Urban,Japan,8
Hyundai,Sonata,2018,Saudi,Silver,Semi Full,2.4,Gas,Automatic,Used,99000,Riyadh,254634000.0,Urban,Korea,6
Changan,CS75,2020,Saudi,Red,Standard,1.6,Gas,Automatic,Used,8000,Jeddah,254634000.0,Urban,China,4
Toyota,Previa,2017,Gulf Arabic,White,Standard,2.4,Gas,Automatic,Used,139000,Riyadh,254634000.0,Urban,Japan,7
Hyundai,Veloster,2019,Saudi,Yellow,Full,2.0,Gas,Automatic,Used,63000,Riyadh,254634000.0,Urban,Korea,5
Kia,Sportage,2016,Saudi,Black,Full,2.4,Gas,Automatic,Used,190000,Riyadh,254634000.0,Urban,Korea,8
Hyundai,Sonata,2016,Other,White,Full,1.6,Diesel,Automatic,Used,78220,Qassim,254634000.0,Suburban,Korea,8
Changan,CS75,2020,Saudi,Grey,Full,1.8,Gas,Automatic,Used,46000,Al-Ahsa,254634000.0,Suburban,China,4
Hyundai,Tucson,2018,Saudi,Silver,Standard,2.0,Gas,Automatic,Used,120000,Jeddah,254634000.0,Urban,Korea,6
Toyota,Innova,2016,Saudi,White,Semi Full,2.7,Gas,Automatic,Used,224000,Al-Medina,254634000.0,Urban,Japan,8
Chevrolet,Impala,2017,Gulf Arabic,Black,Standard,3.5,Gas,Automatic,Used,89000,Riyadh,254634000.0,Urban,USA,7
Toyota,Camry,2017,Saudi,Grey,Standard,2.4,Gas,Automatic,Used,120000,Riyadh,254634000.0,Urban,Japan,7
Toyota,Hilux,2016,Saudi,White,Standard,2.7,Gas,Manual,Used,220424,Dammam,254634000.0,Urban,Japan,8
Fiat,500,2019,Saudi,Grey,Semi Full,1.4,Gas,Automatic,Used,28000,Makkah,254634000.0,Urban,Europe,5
Toyota,Camry,2017,Saudi,Silver,Full,2.5,Gas,Automatic,Used,253641,Qassim,254634000.0,Suburban,Japan,7
Toyota,Camry,2016,Saudi,Navy,Full,1.0,Gas,Automatic,Used,75000,Riyadh,254634000.0,Urban,Japan,8
Hyundai,Tucson,2017,Saudi,Another Color,Semi Full,2.0,Gas,Automatic,Used,152,Dammam,254634000.0,Urban,Korea,7
Kia,Carnival,2016,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,Used,85000,Dammam,254634000.0,Urban,Korea,8
Nissan,Datsun,2016,Saudi,White,Standard,2.4,Gas,Manual,Used,2389,Riyadh,254634000.0,Urban,Japan,8
Toyota,Corolla,2020,Saudi,White,Standard,1.6,Gas,Automatic,Used,30500,Riyadh,254634000.0,Urban,Japan,4
Hyundai,Sonata,2019,Saudi,Grey,Semi Full,2.4,Gas,Automatic,Used,78000,Riyadh,254634000.0,Urban,Korea,5
Geely,Coolray,2020,Saudi,Red,Semi Full,1.5,Gas,Automatic,Used,280,Dammam,254634000.0,Urban,China,4
Honda,Accord,2016,Saudi,Brown,Full,1.0,Gas,Automatic,Used,116000,Riyadh,254634000.0,Urban,Japan,8
Toyota,Camry,2016,Gulf Arabic,White,Standard,2.5,Gas,Automatic,Used,81000,Riyadh,254634000.0,Urban,Japan,8
Ford,Edge,2016,Saudi,Silver,Standard,3.6,Gas,Automatic,Used,197000,Riyadh,254634000.0,Urban,USA,8
Toyota,Hiace,2016,Saudi,White,Standard,2.7,Gas,Manual,Used,331000,Riyadh,254634000.0,Urban,Japan,8
GMC,Yukon,2010,Saudi,Golden,Semi Full,5.3,Gas,Automatic,Used,340000,Abha,254634000.0,Suburban,USA,14
Toyota,Hilux,2018,Saudi,White,Full,2.7,Gas,Manual,Used,71000,Al-Medina,254634000.0,Urban,Japan,6
Toyota,Hilux,2016,Saudi,White,Semi Full,2.7,Gas,Manual,Used,258000,Riyadh,254634000.0,Urban,Japan,8
Toyota,Hilux,2015,Gulf Arabic,White,Full,2.7,Gas,Manual,Used,105400,Dammam,254634000.0,Urban,Japan,9
Honda,HRV,2021,Saudi,Grey,Standard,1.8,Gas,Automatic,Used,6018,Riyadh,254634000.0,Urban,Japan,3
